Policy_ID,State,Product,Policy_Version,Policy_Effective_Date,Requirement_Effective_Date,Clause_ID,Required_Clause_Version,Requirement_ID,_merge
P101973,MA,POS,4,2026-07-12,2025-01-01,CL0274,3,RR00152,left_only
P101974,OH,HMO,1,2026-05-22,2025-01-01,CL0234,3,RR00386,left_only
P101977,NY,EPO,1,2025-06-10,2025-01-01,CL0877,5,RR00062,left_only
P101978,PA,HMO,4,2025-10-16,2025-01-01,CL0966,5,RR00181,left_only
P101989,TX,HMO,4,2025-05-29,2025-01-01,CL0546,5,RR00243,left_only
P101989,TX,HMO,4,2025-05-29,2025-01-01,CL0554,1,RR00248,left_only
P101991,IL,PPO,1,2026-10-15,2025-01-01,CL0393,2,RR00327,left_only
P101995,NJ,POS,4,2026-05-06,2025-01-01,CL0554,1,RR00123,left_only
P101996,TX,POS,3,2026-04-21,2025-01-01,CL0332,5,RR00273,left_only
P101997,PA,HMO,5,2025-09-20,2025-01-01,CL0634,5,RR00179,left_only
P101999,NJ,POS,1,2026-04-04,2025-01-01,CL0513,3,RR00118,left_only
P102001,CA,EPO,3,2026-09-29,2025-01-01,CL0272,2,RR00222,left_only
P102004,CT,PPO,4,2026-03-11,2025-01-01,CL0942,2,RR00002,left_only
P102005,TX,EPO,2,2025-10-02,2025-01-01,CL0307,1,RR00264,left_only
P102007,NJ,EPO,3,2025-11-04,2025-01-01,CL0638,5,RR00114,left_only
P102008,MA,POS,2,2026-12-27,2025-01-01,CL0660,2,RR00161,left_only
P102011,OH,HMO,2,2025-07-23,2025-01-01,CL0234,3,RR00386,left_only
P102013,MA,EPO,1,2025-03-16,2025-01-01,CL0129,5,RR00145,left_only
P102013,MA,EPO,1,2025-03-16,2025-01-01,CL0755,2,RR00147,left_only
P102013,MA,EPO,1,2025-03-16,2025-01-01,CL0983,2,RR00149,left_only
P102014,FL,PPO,2,2026-01-15,2025-01-01,CL0977,3,RR00279,left_only
P102017,MA,POS,2,2026-07-24,2025-01-01,CL0612,5,RR00158,left_only
P102017,MA,POS,2,2026-07-24,2025-01-01,CL0660,2,RR00161,left_only
P102018,NJ,EPO,2,2025-04-18,2025-01-01,CL0676,1,RR00113,left_only
P102023,IL,POS,4,2026-12-28,2025-01-01,CL0393,1,RR00368,left_only
P102025,MA,HMO,2,2025-03-28,2025-01-01,CL0483,4,RR00137,left_only
P102026,CT,PPO,4,2025-06-30,2025-01-01,CL0412,4,RR00005,left_only
P102028,PA,PPO,4,2026-01-23,2025-01-01,CL0441,2,RR00164,left_only
P102028,PA,PPO,4,2026-01-23,2025-01-01,CL0006,5,RR00170,left_only
P102029,PA,PPO,3,2025-08-10,2025-01-01,CL0474,4,RR00162,left_only
P102030,FL,PPO,1,2026-02-01,2025-01-01,CL0904,4,RR00284,left_only
P102034,NJ,HMO,4,2025-06-24,2025-01-01,CL0304,4,RR00094,left_only
P102037,NJ,PPO,3,2025-02-04,2025-01-01,CL0045,4,RR00087,left_only
P102038,CA,POS,5,2025-08-05,2025-01-01,CL0398,3,RR00227,left_only
P102040,NY,PPO,4,2026-11-03,2025-01-01,CL0930,5,RR00047,left_only
P102040,NY,PPO,4,2026-11-03,2025-01-01,CL0437,2,RR00053,left_only
P102044,CT,HMO,1,2026-09-30,2025-01-01,CL0709,4,RR00020,left_only
P102044,CT,HMO,1,2026-09-30,2025-01-01,CL0631,1,RR00023,left_only
P102047,TX,EPO,2,2025-12-22,2025-01-01,CL0837,3,RR00255,left_only
P102047,TX,EPO,2,2025-12-22,2025-01-01,CL0950,5,RR00265,left_only
P102050,CA,EPO,1,2025-12-31,2025-01-01,CL0580,3,RR00216,left_only
P102051,OH,HMO,3,2026-11-02,2025-01-01,CL0872,3,RR00381,left_only
P102052,MA,HMO,4,2025-07-21,2025-01-01,CL0404,2,RR00132,left_only
P102052,MA,HMO,4,2025-07-21,2025-01-01,CL0247,1,RR00141,left_only
P102053,PA,POS,4,2026-01-01,2025-01-01,CL0562,1,RR00196,left_only
P102055,TX,POS,3,2026-08-26,2025-01-01,CL0612,2,RR00269,left_only
P102057,IL,HMO,2,2026-09-29,2025-01-01,CL0378,4,RR00334,left_only
P102057,IL,HMO,2,2026-09-29,2025-01-01,CL0347,1,RR00340,left_only
P102062,NJ,PPO,2,2025-12-27,2025-01-01,CL0593,2,RR00092,left_only
P102064,NJ,EPO,3,2026-11-30,2025-01-01,CL0441,5,RR00112,left_only
P102066,CA,EPO,1,2025-01-14,2025-01-01,CL0090,3,RR00218,left_only
P102068,MA,PPO,3,2026-09-21,2025-01-01,CL0413,5,RR00128,left_only
P102070,FL,EPO,1,2026-04-11,2025-01-01,CL0912,4,RR00303,left_only
P102071,CT,POS,4,2025-10-31,2025-01-01,CL0080,4,RR00036,left_only
P102071,CT,POS,4,2025-10-31,2025-01-01,CL0095,1,RR00037,left_only
P102075,CA,HMO,5,2025-04-20,2025-01-01,CL0290,4,RR00211,left_only
P102075,CA,HMO,5,2025-04-20,2025-01-01,CL0497,2,RR00212,left_only
P102080,CT,HMO,1,2025-09-03,2025-01-01,CL0331,2,RR00016,left_only
P102080,CT,HMO,1,2025-09-03,2025-01-01,CL0508,1,RR00018,left_only
P102083,MA,HMO,2,2025-11-04,2025-01-01,CL0734,5,RR00135,left_only
P102085,MA,PPO,5,2025-03-07,2025-01-01,CL0539,3,RR00127,left_only
P102086,CT,HMO,4,2026-04-05,2025-01-01,CL0331,2,RR00016,left_only
P102087,TX,HMO,3,2025-12-13,2025-01-01,CL0156,5,RR00249,left_only
P102087,TX,HMO,3,2025-12-13,2025-01-01,CL0333,1,RR00254,left_only
P102089,NY,POS,1,2026-10-29,2025-01-01,CL0023,2,RR00072,left_only
P102090,IL,PPO,4,2026-08-22,2025-01-01,CL0649,3,RR00319,left_only
P102090,IL,PPO,4,2026-08-22,2025-01-01,CL0340,1,RR00323,left_only
P102090,IL,PPO,4,2026-08-22,2025-01-01,CL0078,2,RR00324,left_only
P102092,NY,EPO,5,2025-03-09,2025-01-01,CL0852,1,RR00061,left_only
P102092,NY,EPO,5,2025-03-09,2025-01-01,CL0311,3,RR00063,left_only
P102092,NY,EPO,5,2025-03-09,2025-01-01,CL0687,3,RR00066,left_only
P102093,IL,EPO,5,2025-07-06,2025-01-01,CL0325,1,RR00350,left_only
P102094,IL,PPO,4,2025-07-11,2025-01-01,CL0115,3,RR00328,left_only
P102100,MA,HMO,5,2025-08-28,2025-01-01,CL0123,1,RR00140,left_only
P102101,NY,EPO,3,2025-08-04,2025-01-01,CL0311,3,RR00063,left_only
P102101,NY,EPO,3,2025-08-04,2025-01-01,CL0464,4,RR00068,left_only
P102102,TX,POS,2,2025-06-26,2025-01-01,CL0332,5,RR00273,left_only
P102104,NJ,POS,5,2025-11-26,2025-01-01,CL0294,1,RR00117,left_only
P102104,NJ,POS,5,2025-11-26,2025-01-01,CL0104,5,RR00119,left_only
P102105,CA,HMO,2,2026-07-15,2025-01-01,CL0926,2,RR00210,left_only
P102110,CT,POS,5,2026-06-21,2025-01-01,CL0458,2,RR00039,left_only
P102110,CT,POS,5,2026-06-21,2025-01-01,CL0624,4,RR00040,left_only
P102112,CA,HMO,3,2025-06-28,2025-01-01,CL0407,4,RR00207,left_only
P102113,NY,POS,3,2026-01-30,2025-01-01,CL0331,4,RR00070,left_only
P102113,NY,POS,3,2026-01-30,2025-01-01,CL0240,1,RR00075,left_only
P102113,NY,POS,3,2026-01-30,2025-01-01,CL0163,5,RR00081,left_only
P102120,MA,HMO,3,2026-04-21,2025-01-01,CL0092,3,RR00142,left_only
P102121,IL,PPO,3,2025-09-10,2025-01-01,CL0078,2,RR00324,left_only
P102122,PA,POS,4,2025-03-13,2025-01-01,CL0612,1,RR00189,left_only
P102124,NY,HMO,2,2025-10-03,2025-01-01,CL0264,1,RR00059,left_only
P102125,NY,EPO,2,2025-09-03,2025-01-01,CL0852,1,RR00061,left_only
P102131,IL,PPO,2,2025-07-07,2025-01-01,CL0069,3,RR00317,left_only
P102133,IL,HMO,1,2026-10-07,2025-01-01,CL0249,3,RR00342,left_only
P102135,CT,HMO,1,2025-01-15,2025-01-01,CL0618,5,RR00019,left_only
P102137,CT,POS,3,2026-09-22,2025-01-01,CL0095,1,RR00037,left_only
P102138,CA,HMO,5,2025-08-28,2025-01-01,CL0283,1,RR00204,left_only
P102139,MA,POS,3,2025-12-26,2025-01-01,CL0612,5,RR00158,left_only
P102140,NJ,HMO,1,2026-06-02,2025-01-01,CL0069,5,RR00103,left_only
P102142,IL,HMO,4,2025-08-19,2025-01-01,CL0828,4,RR00331,left_only
P102151,IL,HMO,3,2025-06-17,2025-01-01,CL0378,4,RR00334,left_only
P102151,IL,HMO,3,2025-06-17,2025-01-01,CL0696,4,RR00339,left_only
P102153,MA,POS,1,2026-05-04,2025-01-01,CL0786,3,RR00150,left_only
P102153,MA,POS,1,2026-05-04,2025-01-01,CL0725,4,RR00155,left_only
P102155,CA,POS,3,2026-04-27,2025-01-01,CL0464,2,RR00225,left_only
P102164,IL,HMO,5,2025-07-26,2025-01-01,CL0157,5,RR00341,left_only
P102165,NY,POS,2,2025-06-03,2025-01-01,CL0747,5,RR00074,left_only
P102165,NY,POS,2,2025-06-03,2025-01-01,CL0937,4,RR00080,left_only
P102168,IL,POS,4,2025-01-01,2025-01-01,CL0975,1,RR00366,left_only
P102168,IL,POS,4,2025-01-01,2025-01-01,CL0631,5,RR00369,left_only
P102171,IL,POS,5,2025-06-22,2025-01-01,CL0214,2,RR00362,left_only
P102171,IL,POS,5,2025-06-22,2025-01-01,CL0844,4,RR00363,left_only
P102171,IL,POS,5,2025-06-22,2025-01-01,CL0593,2,RR00364,left_only
P102173,PA,EPO,2,2025-05-10,2025-01-01,CL0290,5,RR00185,left_only
P102174,IL,HMO,1,2026-02-02,2025-01-01,CL0476,2,RR00337,left_only
P102176,TX,PPO,5,2026-07-06,2025-01-01,CL0065,2,RR00239,left_only
P102179,MA,POS,3,2026-10-01,2025-01-01,CL0209,3,RR00157,left_only
P102181,FL,HMO,2,2025-07-22,2025-01-01,CL0576,3,RR00299,left_only
P102184,TX,EPO,2,2026-05-23,2025-01-01,CL0909,2,RR00261,left_only
P102185,MA,HMO,5,2025-03-07,2025-01-01,CL0913,1,RR00138,left_only
P102185,MA,HMO,5,2025-03-07,2025-01-01,CL0842,5,RR00139,left_only
P102185,MA,HMO,5,2025-03-07,2025-01-01,CL0387,1,RR00143,left_only
P102188,CA,POS,1,2025-12-08,2025-01-01,CL0878,4,RR00235,left_only
P102189,TX,HMO,1,2026-12-08,2025-01-01,CL0434,5,RR00250,left_only
P102193,NJ,POS,5,2025-09-11,2025-01-01,CL0023,5,RR00120,left_only
P102197,PA,PPO,1,2026-05-01,2025-01-01,CL0841,4,RR00165,left_only
P102197,PA,PPO,1,2026-05-01,2025-01-01,CL0006,5,RR00170,left_only
P102199,PA,HMO,2,2025-01-27,2025-01-01,CL0371,2,RR00174,left_only
P102199,PA,HMO,2,2025-01-27,2025-01-01,CL0922,5,RR00183,left_only
P102202,PA,PPO,4,2026-06-26,2025-01-01,CL0474,4,RR00162,left_only
P102203,CA,HMO,5,2025-04-06,2025-01-01,CL0349,2,RR00202,left_only
P102203,CA,HMO,5,2025-04-06,2025-01-01,CL0051,5,RR00206,left_only
P102204,CA,POS,2,2025-08-03,2025-01-01,CL0453,4,RR00223,left_only
P102204,CA,POS,2,2025-08-03,2025-01-01,CL0022,3,RR00224,left_only
P102204,CA,POS,2,2025-08-03,2025-01-01,CL0793,4,RR00228,left_only
P102205,PA,EPO,5,2025-07-13,2025-01-01,CL0706,3,RR00186,left_only
P102206,OH,EPO,2,2026-10-09,2025-01-01,CL0837,3,RR00392,left_only
P102216,PA,HMO,3,2025-03-15,2025-01-01,CL0455,5,RR00173,left_only
P102218,NY,PPO,3,2026-12-03,2025-01-01,CL0641,4,RR00054,left_only
P102222,NJ,PPO,5,2025-12-19,2025-01-01,CL0806,3,RR00090,left_only
P102223,CT,EPO,5,2026-02-15,2025-01-01,CL0970,4,RR00024,left_only
P102224,PA,HMO,5,2026-11-09,2025-01-01,CL0455,5,RR00173,left_only
P102225,MA,HMO,3,2026-06-22,2025-01-01,CL0842,5,RR00139,left_only
P102225,MA,HMO,3,2026-06-22,2025-01-01,CL0092,3,RR00142,left_only
P102226,TX,HMO,5,2026-03-29,2025-01-01,CL0317,2,RR00253,left_only
P102228,OH,PPO,2,2026-03-26,2025-01-01,CL0924,5,RR00376,left_only
P102230,NY,PPO,1,2025-04-25,2025-01-01,CL0223,4,RR00049,left_only
P102233,FL,POS,2,2026-11-14,2025-01-01,CL0319,2,RR00315,left_only
P102234,NJ,HMO,5,2026-05-30,2025-01-01,CL0050,4,RR00096,left_only
P102244,FL,POS,4,2025-12-26,2025-01-01,CL0285,1,RR00311,left_only
P102245,IL,PPO,4,2025-11-25,2025-01-01,CL0296,3,RR00320,left_only
P102246,IL,POS,2,2025-02-09,2025-01-01,CL0076,4,RR00361,left_only
P102246,IL,POS,2,2025-02-09,2025-01-01,CL0214,2,RR00362,left_only
P102247,CT,POS,2,2025-07-01,2025-01-01,CL0848,5,RR00041,left_only
P102248,NY,HMO,4,2026-05-05,2025-01-01,CL0117,1,RR00057,left_only
P102249,CT,PPO,4,2025-07-28,2025-01-01,CL0981,2,RR00004,left_only
P102250,OH,PPO,1,2025-09-30,2025-01-01,CL0603,4,RR00372,left_only
P102252,OH,HMO,1,2026-01-17,2025-01-01,CL0449,5,RR00383,left_only
P102253,FL,PPO,1,2026-06-20,2025-01-01,CL0904,4,RR00284,left_only
P102254,PA,POS,5,2025-09-15,2025-01-01,CL0899,5,RR00195,left_only
P102254,PA,POS,5,2025-09-15,2025-01-01,CL0562,1,RR00196,left_only
P102256,NY,HMO,2,2026-05-24,2025-01-01,CL0264,1,RR00059,left_only
P102258,CA,HMO,4,2025-06-10,2025-01-01,CL0290,4,RR00211,left_only
P102260,CT,EPO,2,2025-04-27,2025-01-01,CL0377,3,RR00034,left_only
P102261,CT,PPO,4,2026-04-03,2025-01-01,CL0942,2,RR00002,left_only
P102261,CT,PPO,4,2026-04-03,2025-01-01,CL0674,5,RR00007,left_only
P102261,CT,PPO,4,2026-04-03,2025-01-01,CL0137,1,RR00010,left_only
P102262,TX,EPO,4,2026-07-19,2025-01-01,CL0206,5,RR00262,left_only
P102263,FL,HMO,5,2025-02-14,2025-01-01,CL0158,2,RR00296,left_only
P102264,NJ,POS,1,2025-08-22,2025-01-01,CL0104,5,RR00119,left_only
P102264,NJ,POS,1,2025-08-22,2025-01-01,CL0469,3,RR00122,left_only
P102266,CT,HMO,2,2026-07-01,2025-01-01,CL0902,4,RR00015,left_only
P102276,NJ,PPO,1,2026-02-06,2025-01-01,CL0672,4,RR00085,left_only
P102276,NJ,PPO,1,2026-02-06,2025-01-01,CL0806,3,RR00090,left_only
P102281,PA,PPO,1,2026-03-20,2025-01-01,CL0841,4,RR00165,left_only
P102283,OH,HMO,2,2025-10-19,2025-01-01,CL0659,3,RR00378,left_only
P102286,NJ,POS,5,2025-12-07,2025-01-01,CL0469,3,RR00122,left_only
P102286,NJ,POS,5,2025-12-07,2025-01-01,CL0002,4,RR00124,left_only
P102287,TX,POS,4,2025-09-14,2025-01-01,CL0096,5,RR00270,left_only
P102287,TX,POS,4,2025-09-14,2025-01-01,CL0213,3,RR00272,left_only
P102290,OH,HMO,2,2026-11-18,2025-01-01,CL0382,3,RR00379,left_only
P102293,CA,POS,5,2025-09-20,2025-01-01,CL0022,3,RR00224,left_only
P102295,OH,PPO,4,2026-09-25,2025-01-01,CL0907,1,RR00371,left_only
P102295,OH,PPO,4,2026-09-25,2025-01-01,CL0282,2,RR00375,left_only
P102296,CA,PPO,2,2026-11-21,2025-01-01,CL0422,2,RR00201,left_only
P102299,FL,HMO,5,2026-08-07,2025-01-01,CL0274,3,RR00291,left_only
P102299,FL,HMO,5,2026-08-07,2025-01-01,CL0591,4,RR00298,left_only
P102299,FL,HMO,5,2026-08-07,2025-01-01,CL0573,2,RR00300,left_only
P102300,IL,POS,5,2025-08-07,2025-01-01,CL0975,1,RR00366,left_only
P102302,NY,PPO,4,2025-09-01,2025-01-01,CL0067,5,RR00051,left_only
P102303,NY,PPO,4,2026-08-10,2025-01-01,CL0647,1,RR00048,left_only
P102306,MA,EPO,5,2025-07-09,2025-01-01,CL0983,2,RR00149,left_only
P102307,MA,HMO,2,2025-08-13,2025-01-01,CL0507,2,RR00134,left_only
P102307,MA,HMO,2,2025-08-13,2025-01-01,CL0913,1,RR00138,left_only
P102308,IL,POS,2,2026-09-07,2025-01-01,CL0844,4,RR00363,left_only
P102312,TX,POS,1,2025-03-24,2025-01-01,CL0308,4,RR00271,left_only
P102314,OH,EPO,4,2026-10-26,2025-01-01,CL0354,4,RR00389,left_only
P102327,IL,PPO,2,2025-06-05,2025-01-01,CL0908,5,RR00325,left_only
P102328,IL,EPO,3,2025-10-28,2025-01-01,CL0767,2,RR00352,left_only
P102329,FL,PPO,2,2025-03-08,2025-01-01,CL0673,2,RR00278,left_only
P102331,IL,POS,3,2026-01-29,2025-01-01,CL0276,4,RR00357,left_only
P102337,NJ,POS,4,2026-03-25,2025-01-01,CL0513,3,RR00118,left_only
P102339,FL,EPO,1,2025-03-10,2025-01-01,CL0067,2,RR00302,left_only
P102339,FL,EPO,1,2025-03-10,2025-01-01,CL0912,4,RR00303,left_only
P102341,NJ,POS,5,2025-11-16,2025-01-01,CL0002,4,RR00124,left_only
P102345,CT,POS,5,2025-06-09,2025-01-01,CL0085,4,RR00042,left_only
P102350,FL,HMO,2,2025-04-21,2025-01-01,CL0236,3,RR00295,left_only
P102350,FL,HMO,2,2025-04-21,2025-01-01,CL0591,4,RR00298,left_only
P102352,TX,POS,5,2026-06-04,2025-01-01,CL0096,5,RR00270,left_only
P102352,TX,POS,5,2026-06-04,2025-01-01,CL0308,4,RR00271,left_only
P102352,TX,POS,5,2026-06-04,2025-01-01,CL0274,4,RR00274,left_only
P102354,CA,HMO,3,2025-07-13,2025-01-01,CL0290,4,RR00211,left_only
P102355,CA,PPO,1,2025-02-16,2025-01-01,CL0422,2,RR00201,left_only
P102360,PA,PPO,3,2025-05-11,2025-01-01,CL0841,4,RR00165,left_only
P102363,NJ,HMO,3,2025-06-13,2025-01-01,CL0388,5,RR00093,left_only
P102363,NJ,HMO,3,2025-06-13,2025-01-01,CL0397,4,RR00098,left_only
P102364,TX,POS,2,2026-06-09,2025-01-01,CL0542,5,RR00267,left_only
P102364,TX,POS,2,2026-06-09,2025-01-01,CL0623,2,RR00275,left_only
P102365,FL,HMO,5,2025-09-29,2025-01-01,CL0576,3,RR00299,left_only
P102368,CT,EPO,2,2025-09-01,2025-01-01,CL0803,5,RR00029,left_only
P102369,FL,PPO,4,2026-03-10,2025-01-01,CL0673,2,RR00278,left_only
P102372,NJ,HMO,4,2025-11-15,2025-01-01,CL0760,3,RR00095,left_only
P102372,NJ,HMO,4,2025-11-15,2025-01-01,CL0050,4,RR00096,left_only
P102376,PA,PPO,4,2026-09-09,2025-01-01,CL0182,4,RR00168,left_only
P102378,OH,HMO,3,2025-02-28,2025-01-01,CL0354,3,RR00382,left_only
P102381,CT,HMO,5,2025-08-06,2025-01-01,CL0528,2,RR00017,left_only
P102382,PA,HMO,3,2026-07-21,2025-01-01,CL0634,5,RR00179,left_only
P102385,MA,PPO,1,2026-01-18,2025-01-01,CL0349,5,RR00125,left_only
P102386,FL,EPO,4,2026-01-23,2025-01-01,CL0067,2,RR00302,left_only
P102386,FL,EPO,4,2026-01-23,2025-01-01,CL0856,3,RR00306,left_only
P102390,IL,PPO,2,2026-09-19,2025-01-01,CL0908,5,RR00325,left_only
P102391,OH,POS,4,2026-03-13,2025-01-01,CL0366,3,RR00403,left_only
P102393,TX,HMO,4,2025-02-18,2025-01-01,CL0188,5,RR00245,left_only
P102401,OH,EPO,3,2026-10-25,2025-01-01,CL0841,3,RR00399,left_only
P102402,OH,HMO,2,2025-05-13,2025-01-01,CL0659,3,RR00378,left_only
P102403,CA,EPO,2,2025-11-23,2025-01-01,CL0580,3,RR00216,left_only
P102405,IL,POS,3,2026-05-21,2025-01-01,CL0064,1,RR00358,left_only
P102405,IL,POS,3,2026-05-21,2025-01-01,CL0963,2,RR00359,left_only
P102405,IL,POS,3,2026-05-21,2025-01-01,CL0975,1,RR00366,left_only
P102408,IL,EPO,3,2026-06-18,2025-01-01,CL0107,4,RR00349,left_only
P102408,IL,EPO,3,2026-06-18,2025-01-01,CL0946,2,RR00355,left_only
P102408,IL,EPO,3,2026-06-18,2025-01-01,CL0557,5,RR00356,left_only
P102409,MA,HMO,2,2025-08-29,2025-01-01,CL0247,1,RR00141,left_only
P102412,CA,POS,3,2026-05-31,2025-01-01,CL0711,4,RR00229,left_only
P102412,CA,POS,3,2026-05-31,2025-01-01,CL0429,2,RR00231,left_only
P102413,FL,PPO,4,2025-06-14,2025-01-01,CL0433,2,RR00287,left_only
P102421,FL,PPO,3,2026-10-30,2025-01-01,CL0050,2,RR00281,left_only
P102423,NJ,HMO,3,2025-09-04,2025-01-01,CL0304,4,RR00094,left_only
P102424,OH,EPO,3,2026-05-08,2025-01-01,CL0049,2,RR00388,left_only
P102424,OH,EPO,3,2026-05-08,2025-01-01,CL0841,3,RR00399,left_only
P102427,PA,EPO,1,2026-07-29,2025-01-01,CL0879,3,RR00187,left_only
P102434,MA,PPO,2,2026-07-22,2025-01-01,CL0915,4,RR00126,left_only
P102436,MA,EPO,5,2025-01-10,2025-01-01,CL0661,1,RR00144,left_only
P102437,CT,PPO,2,2026-07-27,2025-01-01,CL0412,4,RR00005,left_only
P102437,CT,PPO,2,2026-07-27,2025-01-01,CL0674,5,RR00007,left_only
P102439,TX,EPO,4,2025-05-02,2025-01-01,CL0206,5,RR00262,left_only
P102440,MA,POS,5,2026-11-18,2025-01-01,CL0310,3,RR00154,left_only
P102443,PA,POS,4,2025-02-07,2025-01-01,CL0210,5,RR00194,left_only
P102446,MA,HMO,4,2025-12-11,2025-01-01,CL0734,5,RR00135,left_only
P102447,MA,HMO,3,2025-12-04,2025-01-01,CL0734,5,RR00135,left_only
P102447,MA,HMO,3,2025-12-04,2025-01-01,CL0123,1,RR00140,left_only
P102448,FL,PPO,4,2026-12-03,2025-01-01,CL0673,2,RR00278,left_only
P102450,NY,POS,3,2025-03-08,2025-01-01,CL0257,1,RR00073,left_only
P102450,NY,POS,3,2025-03-08,2025-01-01,CL0802,5,RR00078,left_only
P102454,CT,EPO,4,2025-11-12,2025-01-01,CL0635,1,RR00032,left_only
P102460,PA,HMO,4,2025-04-25,2025-01-01,CL0371,2,RR00174,left_only
P102460,PA,HMO,4,2025-04-25,2025-01-01,CL0046,4,RR00175,left_only
P102460,PA,HMO,4,2025-04-25,2025-01-01,CL0634,5,RR00179,left_only
P102464,TX,HMO,4,2025-12-15,2025-01-01,CL0156,5,RR00249,left_only
P102465,CT,HMO,3,2025-05-19,2025-01-01,CL0528,2,RR00017,left_only
P102470,CT,EPO,5,2025-10-19,2025-01-01,CL0859,3,RR00031,left_only
P102471,IL,PPO,3,2025-03-15,2025-01-01,CL0115,3,RR00328,left_only
P102474,CT,EPO,4,2026-06-10,2025-01-01,CL0970,4,RR00024,left_only
P102474,CT,EPO,4,2026-06-10,2025-01-01,CL0377,3,RR00034,left_only
P102482,PA,EPO,5,2026-01-20,2025-01-01,CL0211,5,RR00188,left_only
P102483,IL,EPO,1,2025-08-20,2025-01-01,CL0770,3,RR00346,left_only
P102487,NJ,EPO,5,2025-10-04,2025-01-01,CL0581,4,RR00107,left_only
P102487,NJ,EPO,5,2025-10-04,2025-01-01,CL0926,1,RR00108,left_only
P102492,NJ,PPO,1,2026-01-01,2025-01-01,CL0618,3,RR00086,left_only
P102492,NJ,PPO,1,2026-01-01,2025-01-01,CL0306,5,RR00089,left_only
P102492,NJ,PPO,1,2026-01-01,2025-01-01,CL0689,1,RR00091,left_only
P102497,OH,EPO,2,2026-12-30,2025-01-01,CL0332,4,RR00394,left_only
P102498,NJ,PPO,3,2026-01-31,2025-01-01,CL0806,3,RR00090,left_only
P102499,PA,EPO,1,2025-07-28,2025-01-01,CL0211,5,RR00188,left_only
P102502,CT,POS,1,2026-08-09,2025-01-01,CL0187,5,RR00038,left_only
P102505,PA,POS,5,2026-05-15,2025-01-01,CL0510,1,RR00193,left_only
P102505,PA,POS,5,2026-05-15,2025-01-01,CL0899,5,RR00195,left_only
P102509,MA,HMO,4,2025-11-17,2025-01-01,CL0387,1,RR00143,left_only
P102511,TX,HMO,4,2025-10-30,2025-01-01,CL0653,5,RR00252,left_only
P102514,CT,HMO,3,2025-10-05,2025-01-01,CL0902,4,RR00015,left_only
P102516,IL,POS,2,2026-06-22,2025-01-01,CL0076,4,RR00361,left_only
P102516,IL,POS,2,2026-06-22,2025-01-01,CL0010,3,RR00367,left_only
P102516,IL,POS,2,2026-06-22,2025-01-01,CL0034,4,RR00370,left_only
P102518,CA,POS,2,2026-01-28,2025-01-01,CL0022,3,RR00224,left_only
P102519,IL,EPO,5,2025-04-05,2025-01-01,CL0107,4,RR00349,left_only
P102520,CA,PPO,5,2025-04-17,2025-01-01,CL0774,2,RR00197,left_only
P102521,IL,POS,5,2026-01-25,2025-01-01,CL0963,2,RR00359,left_only
P102521,IL,POS,5,2026-01-25,2025-01-01,CL0975,1,RR00366,left_only
P102522,MA,POS,5,2026-06-10,2025-01-01,CL0274,3,RR00152,left_only
P102524,IL,POS,1,2025-03-12,2025-01-01,CL0975,1,RR00366,left_only
P102527,FL,EPO,3,2026-01-11,2025-01-01,CL0048,1,RR00301,left_only
P102530,TX,POS,5,2025-02-20,2025-01-01,CL0213,3,RR00272,left_only
P102530,TX,POS,5,2025-02-20,2025-01-01,CL0332,5,RR00273,left_only
P102531,NJ,EPO,1,2025-05-23,2025-01-01,CL0662,4,RR00105,left_only
P102532,TX,EPO,2,2026-02-23,2025-01-01,CL0307,1,RR00264,left_only
P102533,FL,POS,4,2026-07-02,2025-01-01,CL0762,3,RR00309,left_only
P102539,IL,HMO,5,2025-07-04,2025-01-01,CL0378,4,RR00334,left_only
P102539,IL,HMO,5,2025-07-04,2025-01-01,CL0476,2,RR00337,left_only
P102541,FL,PPO,1,2026-09-14,2025-01-01,CL0273,4,RR00289,left_only
P102547,MA,HMO,1,2026-05-24,2025-01-01,CL0507,2,RR00134,left_only
P102552,NY,EPO,2,2025-08-06,2025-01-01,CL0311,3,RR00063,left_only
P102553,FL,PPO,5,2026-06-11,2025-01-01,CL0048,4,RR00282,left_only
P102560,FL,EPO,5,2025-12-13,2025-01-01,CL0067,2,RR00302,left_only
P102561,IL,HMO,1,2026-02-18,2025-01-01,CL0378,4,RR00334,left_only
P102561,IL,HMO,1,2026-02-18,2025-01-01,CL0249,3,RR00342,left_only
P102562,PA,HMO,5,2026-06-11,2025-01-01,CL0922,5,RR00183,left_only
P102567,NJ,HMO,5,2025-07-11,2025-01-01,CL0388,5,RR00093,left_only
P102569,OH,PPO,5,2025-11-05,2025-01-01,CL0924,5,RR00376,left_only
P102571,FL,PPO,5,2025-05-16,2025-01-01,CL0977,3,RR00279,left_only
P102574,NJ,HMO,4,2026-06-26,2025-01-01,CL0304,4,RR00094,left_only
P102574,NJ,HMO,4,2026-06-26,2025-01-01,CL0397,4,RR00098,left_only
P102577,IL,POS,3,2026-02-04,2025-01-01,CL0631,5,RR00369,left_only
P102580,NY,PPO,5,2026-08-02,2025-01-01,CL0930,5,RR00047,left_only
P102585,TX,EPO,4,2026-04-08,2025-01-01,CL0837,3,RR00255,left_only
P102585,TX,EPO,4,2026-04-08,2025-01-01,CL0743,4,RR00259,left_only
P102586,CA,HMO,5,2025-03-23,2025-01-01,CL0051,5,RR00206,left_only
