Policy_ID,State,Product,Policy_Version,Effective_Date,Employer_Size,Market_Segment,Status
P103789,OH,POS,3,2025-06-06,Small,Commercial,Active
P103790,IL,POS,5,2025-05-13,Large,Commercial,Expired
P103791,MA,HMO,2,2025-06-12,Large,Commercial,Active
P103792,MA,PPO,1,2025-10-02,Small,Commercial,Active
P103793,TX,EPO,1,2026-11-26,Small,Commercial,Active
P103794,NY,HMO,5,2025-03-18,Large,Medicare,Active
P103795,FL,PPO,3,2025-02-13,Small,Commercial,Active
P103796,CA,HMO,4,2026-12-19,Small,Commercial,Expired
P103797,NJ,HMO,2,2026-07-04,Large,Commercial,Active
P103798,IL,HMO,5,2025-11-14,Small,Medicaid,Expired
P103799,PA,HMO,2,2026-06-18,Large,Commercial,Expired
P103800,FL,HMO,1,2026-08-08,Large,Commercial,Active
P103801,TX,HMO,4,2025-06-03,Small,Commercial,Expired
P103802,FL,HMO,2,2025-08-25,Small,Commercial,Active
P103803,TX,EPO,5,2026-06-01,Large,Commercial,Active
P103804,NJ,POS,4,2025-08-09,Small,Commercial,Active
P103805,NY,EPO,3,2025-11-06,Small,Commercial,Active
P103806,TX,HMO,5,2026-08-21,Large,Commercial,Active
P103807,NJ,HMO,2,2025-06-26,Small,Medicare,Active
P103808,NJ,EPO,4,2025-08-08,Small,Commercial,Active
P103809,NY,EPO,5,2025-02-07,Small,Commercial,Active
P103810,MA,POS,4,2026-10-16,Small,Commercial,Expired
P103811,FL,EPO,4,2026-03-07,Small,Commercial,Active
P103812,CT,POS,4,2025-07-22,Small,Commercial,Active
P103813,CT,HMO,2,2026-03-24,Small,Commercial,Active
P103814,PA,PPO,5,2026-05-10,Small,Commercial,Active
P103815,PA,PPO,1,2026-11-15,Large,Commercial,Active
P103816,CT,PPO,1,2025-05-05,Large,Medicare,Active
P103817,CA,PPO,2,2025-03-06,Small,Commercial,Expired
P103818,CT,HMO,2,2025-09-01,Small,Commercial,Active
P103819,PA,PPO,4,2026-06-11,Large,Commercial,Active
P103820,IL,EPO,5,2025-08-14,Large,Commercial,Active
P103821,PA,EPO,5,2026-04-10,Large,Commercial,Expired
P103822,CA,PPO,3,2026-10-05,Large,Commercial,Active
P103823,FL,EPO,3,2026-12-08,Small,Commercial,Active
P103824,CT,POS,1,2025-10-20,Small,Commercial,Active
P103825,NY,HMO,3,2026-12-22,Large,Commercial,Active
P103826,IL,PPO,3,2026-01-16,Large,Medicare,Active
P103827,NJ,PPO,1,2026-09-17,Small,Commercial,Active
P103828,CA,HMO,1,2025-06-15,Small,Commercial,Active
P103829,PA,EPO,3,2026-12-04,Small,Commercial,Active
P103830,NY,HMO,5,2025-08-06,Small,Commercial,Active
P103831,TX,HMO,3,2025-10-02,Small,Commercial,Active
P103832,MA,EPO,4,2025-02-21,Large,Commercial,Active
P103833,CT,HMO,4,2026-01-09,Large,Commercial,Active
P103834,MA,EPO,4,2026-11-01,Large,Commercial,Expired
P103835,CA,EPO,2,2025-12-29,Large,Commercial,Expired
P103836,TX,HMO,4,2026-07-21,Small,Commercial,Expired
P103837,TX,POS,5,2025-01-14,Large,Commercial,Active
P103838,TX,EPO,2,2025-12-06,Large,Medicaid,Active
P103839,NJ,HMO,2,2026-08-25,Small,Commercial,Expired
P103840,CA,EPO,4,2026-06-23,Large,Commercial,Active
P103841,FL,POS,3,2025-03-30,Small,Commercial,Active
P103842,MA,POS,1,2025-02-10,Large,Commercial,Active
P103843,FL,PPO,3,2025-10-31,Small,Medicare,Active
P103844,NY,EPO,3,2025-09-25,Small,Commercial,Active
P103845,OH,EPO,2,2025-05-18,Small,Commercial,Active
P103846,IL,HMO,2,2025-01-06,Small,Commercial,Active
P103847,IL,EPO,2,2025-08-30,Small,Commercial,Active
P103848,FL,PPO,5,2025-06-11,Small,Commercial,Active
P103849,OH,POS,5,2026-11-23,Small,Commercial,Active
P103850,OH,POS,1,2026-06-02,Small,Commercial,Expired
P103851,CT,PPO,2,2026-02-05,Small,Commercial,Expired
P103852,NY,EPO,4,2025-06-05,Large,Commercial,Active
P103853,CA,EPO,2,2025-03-26,Large,Medicaid,Expired
P103854,OH,PPO,5,2026-12-13,Large,Commercial,Active
P103855,PA,HMO,2,2025-01-10,Large,Commercial,Active
P103856,IL,POS,5,2025-05-18,Small,Medicare,Active
P103857,PA,PPO,2,2026-12-14,Small,Medicaid,Expired
P103858,NY,PPO,4,2025-06-05,Small,Commercial,Active
P103859,OH,EPO,1,2026-02-12,Large,Commercial,Active
P103860,MA,POS,4,2025-08-13,Large,Commercial,Active
P103861,IL,EPO,5,2026-08-03,Small,Commercial,Active
P103862,CT,PPO,3,2025-07-03,Small,Medicare,Active
P103863,CT,HMO,4,2025-07-14,Large,Medicare,Active
P103864,TX,POS,2,2026-07-08,Small,Commercial,Active
P103865,NJ,PPO,1,2026-01-31,Small,Medicare,Active
P103866,OH,PPO,2,2026-10-25,Large,Commercial,Active
P103867,NY,HMO,2,2026-08-19,Small,Medicaid,Active
P103868,IL,PPO,4,2025-05-14,Large,Medicaid,Active
P103869,NJ,PPO,1,2025-11-05,Small,Commercial,Active
P103870,NY,POS,3,2026-06-26,Large,Commercial,Expired
P103871,FL,POS,2,2025-01-09,Large,Commercial,Expired
P103872,OH,POS,1,2025-06-19,Small,Medicaid,Active
P103873,CA,EPO,3,2025-10-17,Large,Medicaid,Active
P103874,CA,HMO,2,2025-06-17,Large,Commercial,Active
P103875,OH,POS,1,2025-12-10,Large,Commercial,Active
P103876,TX,EPO,4,2026-05-12,Small,Commercial,Expired
P103877,TX,EPO,2,2025-05-25,Small,Medicare,Active
P103878,CA,HMO,2,2026-02-17,Small,Commercial,Active
P103879,MA,HMO,1,2026-08-11,Large,Commercial,Active
P103880,IL,PPO,2,2026-11-20,Large,Commercial,Active
P103881,CA,EPO,3,2026-04-02,Small,Medicare,Active
P103882,MA,POS,2,2026-12-02,Small,Medicare,Expired
P103883,NJ,HMO,5,2025-10-29,Large,Commercial,Active
P103884,MA,EPO,3,2025-02-15,Small,Commercial,Active
P103885,NJ,POS,1,2025-01-17,Small,Commercial,Active
P103886,NY,EPO,3,2026-08-01,Small,Medicaid,Active
P103887,PA,HMO,5,2025-12-26,Small,Commercial,Active
P103888,NY,PPO,5,2025-09-18,Large,Commercial,Active
P103889,CA,EPO,2,2025-05-03,Small,Commercial,Active
P103890,NJ,POS,2,2025-08-19,Small,Commercial,Active
P103891,CA,HMO,4,2026-09-29,Large,Commercial,Active
P103892,OH,PPO,3,2025-04-22,Small,Commercial,Active
P103893,IL,POS,4,2026-08-16,Small,Commercial,Active
P103894,CT,POS,5,2025-09-03,Large,Commercial,Active
P103895,CA,POS,2,2026-01-26,Large,Commercial,Active
P103896,IL,EPO,2,2026-01-27,Small,Commercial,Active
P103897,MA,HMO,2,2025-11-24,Small,Commercial,Active
P103898,NY,POS,1,2025-08-03,Small,Commercial,Active
P103899,MA,EPO,5,2026-01-02,Large,Commercial,Expired
P103900,CT,HMO,2,2025-03-23,Small,Medicare,Expired
P103901,NJ,HMO,5,2025-03-17,Small,Commercial,Active
P103902,OH,EPO,2,2026-06-11,Small,Commercial,Active
P103903,IL,EPO,3,2026-05-18,Large,Commercial,Active
P103904,OH,POS,5,2026-04-24,Small,Medicare,Active
P103905,PA,HMO,4,2026-01-07,Small,Commercial,Active
P103906,CA,PPO,1,2025-09-22,Small,Commercial,Active
P103907,NJ,EPO,4,2025-09-21,Small,Commercial,Active
P103908,PA,HMO,5,2025-04-20,Large,Commercial,Active
P103909,FL,HMO,2,2025-11-03,Large,Medicare,Active
P103910,CA,POS,5,2025-07-19,Large,Commercial,Active
P103911,MA,PPO,1,2025-08-14,Large,Medicare,Active
P103912,NY,POS,5,2025-07-04,Small,Commercial,Expired
P103913,IL,PPO,2,2025-01-31,Large,Medicaid,Active
P103914,CT,PPO,4,2026-09-06,Small,Commercial,Active
P103915,CT,EPO,3,2025-04-09,Small,Medicare,Active
P103916,MA,HMO,4,2025-12-05,Large,Commercial,Active
P103917,TX,HMO,2,2025-09-23,Large,Commercial,Expired
P103918,CT,HMO,2,2026-10-14,Large,Commercial,Active
P103919,IL,PPO,1,2025-12-16,Large,Medicare,Expired
P103920,MA,HMO,5,2026-12-29,Large,Commercial,Active
P103921,NJ,EPO,5,2026-06-28,Small,Commercial,Active
P103922,CT,PPO,4,2026-04-02,Large,Commercial,Active
P103923,OH,PPO,3,2025-03-29,Large,Medicaid,Active
P103924,MA,PPO,3,2025-03-04,Large,Commercial,Active
P103925,IL,PPO,1,2026-01-22,Large,Commercial,Active
P103926,OH,EPO,2,2026-04-04,Small,Medicaid,Active
P103927,CA,HMO,1,2026-08-09,Large,Medicaid,Active
P103928,CA,EPO,5,2026-09-28,Small,Commercial,Expired
P103929,CT,HMO,2,2025-09-26,Large,Medicare,Active
P103930,OH,EPO,1,2026-09-25,Small,Commercial,Active
P103931,NY,POS,4,2025-12-12,Small,Commercial,Expired
P103932,CA,POS,5,2026-12-25,Small,Medicare,Active
P103933,NY,POS,3,2026-10-22,Small,Medicare,Active
P103934,NJ,POS,1,2025-03-19,Small,Commercial,Expired
P103935,MA,PPO,5,2025-12-31,Small,Commercial,Expired
P103936,PA,PPO,5,2025-01-14,Small,Commercial,Active
P103937,IL,EPO,3,2025-05-16,Small,Medicare,Active
P103938,MA,EPO,3,2025-10-31,Small,Medicaid,Active
P103939,IL,POS,3,2026-02-01,Small,Commercial,Active
P103940,OH,HMO,1,2025-03-20,Large,Medicare,Active
P103941,NJ,POS,3,2026-12-06,Small,Commercial,Active
P103942,FL,EPO,4,2026-02-22,Small,Commercial,Active
P103943,CT,POS,5,2025-08-30,Small,Commercial,Active
P103944,IL,EPO,3,2025-02-20,Small,Commercial,Active
P103945,IL,POS,5,2026-01-19,Large,Commercial,Active
P103946,OH,HMO,2,2026-01-10,Small,Medicaid,Active
P103947,NY,POS,2,2026-12-31,Small,Commercial,Expired
P103948,MA,HMO,3,2025-07-25,Small,Commercial,Active
P103949,FL,HMO,5,2026-05-04,Large,Medicare,Expired
P103950,TX,EPO,2,2026-01-16,Large,Commercial,Expired
P103951,CT,HMO,3,2025-11-07,Small,Commercial,Active
P103952,PA,PPO,5,2026-01-10,Small,Commercial,Active
P103953,TX,PPO,3,2026-09-24,Small,Medicare,Active
P103954,MA,PPO,5,2026-08-15,Large,Commercial,Expired
P103955,CT,EPO,2,2025-02-11,Small,Commercial,Active
P103956,IL,PPO,3,2026-06-17,Small,Commercial,Active
P103957,PA,EPO,2,2026-06-06,Small,Medicaid,Active
P103958,NY,EPO,3,2025-06-02,Small,Commercial,Active
P103959,FL,PPO,1,2025-11-08,Small,Commercial,Active
P103960,NY,HMO,2,2025-10-21,Small,Commercial,Active
P103961,NJ,POS,2,2026-08-21,Small,Commercial,Active
P103962,OH,EPO,4,2025-04-23,Small,Commercial,Active
P103963,CT,PPO,2,2026-12-02,Small,Medicaid,Active
P103964,NY,EPO,5,2025-04-22,Small,Commercial,Expired
P103965,TX,HMO,3,2025-06-24,Large,Medicare,Active
P103966,OH,HMO,1,2025-10-29,Large,Medicare,Active
P103967,NY,PPO,5,2026-05-31,Large,Commercial,Expired
P103968,CA,EPO,5,2025-08-09,Large,Commercial,Active
P103969,NJ,POS,5,2025-06-20,Small,Medicaid,Active
P103970,MA,POS,5,2025-11-14,Small,Medicare,Active
P103971,FL,EPO,1,2025-08-01,Large,Commercial,Active
P103972,NJ,EPO,4,2025-09-10,Small,Commercial,Active
P103973,OH,EPO,2,2025-05-04,Small,Commercial,Expired
P103974,CA,PPO,5,2026-10-02,Small,Commercial,Active
P103975,CT,HMO,2,2025-08-01,Small,Commercial,Active
P103976,TX,POS,2,2026-09-16,Large,Medicaid,Active
P103977,FL,PPO,5,2025-03-26,Small,Commercial,Active
P103978,FL,EPO,4,2026-05-31,Large,Medicare,Active
P103979,NJ,EPO,2,2025-03-06,Small,Commercial,Active
P103980,OH,HMO,3,2025-11-14,Small,Commercial,Expired
P103981,CT,EPO,2,2025-12-12,Small,Medicare,Active
P103982,IL,PPO,5,2026-09-24,Small,Commercial,Active
P103983,CA,PPO,1,2025-08-31,Large,Commercial,Active
P103984,IL,HMO,2,2025-05-17,Small,Commercial,Active
P103985,TX,PPO,4,2025-09-04,Small,Commercial,Expired
P103986,CT,POS,3,2026-03-17,Small,Commercial,Active
P103987,CT,PPO,3,2025-02-14,Small,Medicaid,Active
P103988,CA,PPO,1,2026-10-20,Small,Medicare,Active
P103989,PA,PPO,1,2026-11-19,Large,Commercial,Active
P103990,IL,POS,2,2026-07-08,Small,Medicare,Active
P103991,NY,EPO,5,2025-03-30,Large,Commercial,Active
P103992,FL,PPO,4,2026-12-31,Small,Commercial,Expired
P103993,PA,HMO,3,2025-08-16,Small,Commercial,Active
P103994,NY,POS,1,2025-10-18,Small,Commercial,Active
P103995,OH,HMO,4,2026-02-26,Small,Commercial,Expired
P103996,CA,PPO,5,2025-03-08,Large,Commercial,Active
P103997,OH,HMO,3,2025-09-08,Large,Commercial,Active
P103998,FL,PPO,3,2025-02-10,Large,Commercial,Active
P103999,MA,POS,5,2025-04-09,Large,Medicaid,Active
P104000,NY,HMO,3,2025-11-02,Small,Medicaid,Active
P104001,PA,HMO,5,2026-04-01,Large,Commercial,Active
P104002,NY,PPO,3,2026-08-14,Large,Commercial,Active
P104003,NY,PPO,2,2025-10-28,Large,Medicare,Active
P104004,CA,EPO,5,2025-07-18,Small,Medicare,Expired
P104005,OH,PPO,4,2026-10-21,Small,Medicare,Expired
P104006,IL,PPO,2,2026-05-03,Small,Commercial,Active
P104007,MA,EPO,4,2025-04-16,Small,Commercial,Active
P104008,CA,PPO,3,2026-02-05,Small,Commercial,Expired
P104009,TX,PPO,4,2026-12-06,Large,Commercial,Expired
P104010,CA,EPO,2,2026-04-22,Small,Commercial,Active
P104011,FL,POS,5,2025-05-02,Small,Medicare,Active
P104012,MA,POS,1,2025-03-18,Small,Medicare,Expired
P104013,CT,PPO,4,2025-11-08,Large,Commercial,Expired
P104014,TX,PPO,1,2025-04-22,Small,Commercial,Active
P104015,NJ,EPO,4,2026-11-13,Large,Commercial,Expired
P104016,CA,EPO,4,2026-06-02,Large,Commercial,Active
P104017,NY,POS,5,2025-07-16,Large,Commercial,Expired
P104018,IL,HMO,3,2025-04-08,Small,Medicare,Active
P104019,CT,PPO,2,2026-04-04,Small,Commercial,Active
P104020,CA,HMO,2,2025-08-18,Large,Medicare,Active
P104021,CA,HMO,2,2025-06-17,Large,Medicare,Expired
P104022,PA,EPO,3,2025-01-08,Large,Medicare,Active
P104023,PA,PPO,1,2025-06-21,Small,Commercial,Active
P104024,CT,PPO,2,2025-12-26,Small,Commercial,Active
P104025,OH,EPO,1,2025-07-14,Small,Commercial,Active
P104026,PA,HMO,3,2025-09-26,Large,Commercial,Active
P104027,NY,EPO,3,2025-01-19,Large,Commercial,Active
P104028,TX,POS,5,2025-12-20,Small,Medicare,Active
P104029,NJ,PPO,2,2025-02-18,Small,Medicaid,Active
P104030,MA,POS,5,2026-04-09,Small,Medicare,Active
P104031,NJ,EPO,2,2025-12-22,Large,Commercial,Active
P104032,NJ,PPO,3,2025-06-07,Small,Commercial,Active
P104033,MA,POS,3,2025-03-07,Small,Commercial,Active
P104034,PA,POS,4,2026-07-25,Small,Commercial,Active
P104035,CT,HMO,4,2025-11-04,Small,Medicare,Active
P104036,MA,PPO,3,2025-12-03,Large,Commercial,Active
P104037,FL,POS,3,2026-11-02,Large,Commercial,Active
P104038,OH,POS,1,2025-05-01,Large,Medicare,Active
P104039,TX,HMO,1,2026-02-08,Large,Commercial,Active
P104040,IL,POS,5,2026-10-09,Small,Medicaid,Active
P104041,PA,POS,4,2026-07-22,Large,Commercial,Active
P104042,OH,POS,4,2025-04-06,Large,Medicare,Active
P104043,MA,HMO,3,2025-04-24,Large,Commercial,Expired
P104044,FL,POS,3,2026-03-05,Small,Commercial,Active
P104045,IL,POS,5,2026-06-24,Large,Commercial,Active
P104046,TX,PPO,4,2025-01-02,Large,Medicare,Active
P104047,TX,PPO,1,2025-07-31,Small,Medicare,Expired
P104048,PA,HMO,2,2026-08-03,Small,Commercial,Active
P104049,MA,EPO,5,2026-10-02,Large,Medicaid,Expired
P104050,OH,PPO,2,2025-11-29,Large,Medicare,Active
P104051,CT,HMO,1,2025-01-24,Small,Commercial,Active
P104052,OH,POS,1,2026-01-03,Small,Commercial,Active
P104053,OH,POS,2,2026-05-21,Small,Commercial,Active
P104054,TX,HMO,5,2025-06-25,Small,Commercial,Active
P104055,CT,POS,2,2026-03-05,Large,Commercial,Active
P104056,CT,POS,5,2026-03-18,Small,Commercial,Active
P104057,PA,EPO,5,2026-07-02,Small,Commercial,Expired
P104058,IL,POS,3,2026-05-29,Large,Commercial,Active
P104059,CA,PPO,4,2025-12-27,Small,Commercial,Active
P104060,NJ,POS,4,2025-10-01,Large,Medicaid,Expired
P104061,NJ,HMO,1,2025-06-26,Small,Commercial,Active
P104062,TX,EPO,3,2025-09-21,Large,Medicare,Active
P104063,CA,POS,4,2025-07-05,Large,Commercial,Active
P104064,IL,HMO,5,2026-06-11,Small,Commercial,Active
P104065,CA,PPO,5,2025-10-06,Large,Medicare,Expired
P104066,PA,POS,2,2026-12-07,Large,Commercial,Active
P104067,OH,EPO,2,2025-07-17,Large,Commercial,Active
P104068,TX,POS,5,2025-12-15,Small,Commercial,Active
P104069,CT,HMO,5,2026-02-25,Small,Commercial,Active
P104070,TX,EPO,2,2025-11-01,Small,Commercial,Expired
P104071,NJ,POS,4,2025-03-05,Small,Commercial,Active
P104072,IL,PPO,1,2025-10-17,Small,Commercial,Active
P104073,CA,EPO,2,2025-01-18,Small,Medicare,Expired
P104074,IL,PPO,4,2025-03-05,Large,Medicare,Active
P104075,PA,HMO,4,2025-11-26,Small,Commercial,Active
P104076,TX,POS,4,2025-01-17,Large,Commercial,Active
P104077,MA,PPO,3,2026-03-19,Large,Commercial,Active
P104078,TX,HMO,3,2025-05-21,Small,Medicare,Active
P104079,CT,POS,4,2025-11-04,Small,Commercial,Active
P104080,TX,HMO,5,2026-03-20,Large,Commercial,Active
P104081,FL,PPO,3,2026-05-11,Small,Commercial,Active
P104082,PA,HMO,2,2026-03-02,Small,Medicare,Active
P104083,NY,EPO,3,2026-04-20,Large,Commercial,Active
P104084,PA,POS,5,2025-09-02,Small,Commercial,Active
P104085,CA,HMO,1,2026-03-26,Large,Commercial,Expired
P104086,NY,PPO,3,2025-12-17,Large,Commercial,Expired
P104087,CA,POS,4,2026-08-22,Small,Commercial,Active
P104088,CA,EPO,4,2026-12-12,Large,Commercial,Expired
P104089,CT,POS,4,2025-06-10,Small,Medicare,Active
P104090,CT,EPO,1,2025-05-20,Large,Commercial,Active
P104091,OH,POS,5,2026-05-08,Large,Commercial,Active
P104092,NJ,HMO,2,2026-08-11,Small,Commercial,Active
P104093,OH,HMO,5,2026-06-15,Small,Commercial,Active
P104094,OH,PPO,1,2026-01-28,Large,Commercial,Active
P104095,NJ,EPO,4,2026-02-05,Small,Commercial,Active
P104096,MA,PPO,5,2025-02-19,Large,Commercial,Active
P104097,NY,HMO,2,2025-10-22,Small,Commercial,Active
P104098,IL,EPO,4,2026-03-01,Small,Medicare,Active
P104099,OH,PPO,2,2025-01-12,Small,Commercial,Active
P104100,TX,PPO,3,2025-12-01,Large,Medicaid,Active
P104101,TX,PPO,2,2025-01-15,Large,Commercial,Active
P104102,CA,PPO,4,2025-01-28,Small,Commercial,Active
P104103,NJ,PPO,3,2026-01-23,Large,Commercial,Active
P104104,CA,EPO,4,2025-10-19,Large,Commercial,Expired
P104105,FL,PPO,4,2025-09-07,Small,Medicare,Active
P104106,FL,EPO,3,2026-05-20,Small,Medicaid,Active
P104107,IL,PPO,2,2025-04-08,Small,Commercial,Expired
P104108,CT,HMO,1,2025-12-03,Small,Commercial,Expired
P104109,CT,HMO,1,2025-02-08,Small,Medicare,Active
P104110,NJ,PPO,1,2025-02-07,Large,Medicare,Active
P104111,NJ,POS,1,2025-10-27,Large,Medicaid,Active
P104112,OH,HMO,5,2025-06-28,Small,Commercial,Active
P104113,FL,EPO,1,2026-09-01,Small,Medicare,Active
P104114,OH,PPO,3,2026-04-14,Small,Commercial,Active
P104115,CT,EPO,1,2025-10-09,Large,Commercial,Active
P104116,NY,POS,4,2025-06-13,Small,Commercial,Active
P104117,NY,PPO,1,2026-03-29,Large,Commercial,Active
P104118,NJ,HMO,2,2025-04-07,Small,Commercial,Expired
P104119,CA,EPO,3,2025-11-05,Large,Commercial,Expired
P104120,CT,HMO,3,2025-09-19,Small,Commercial,Active
P104121,NY,HMO,5,2025-10-20,Small,Commercial,Active
P104122,CT,PPO,4,2025-09-06,Small,Commercial,Expired
P104123,PA,EPO,3,2025-09-02,Small,Commercial,Active
P104124,TX,POS,2,2025-09-08,Large,Commercial,Active
P104125,FL,HMO,1,2025-05-03,Small,Medicare,Active
P104126,OH,PPO,3,2025-11-21,Small,Commercial,Active
P104127,CT,PPO,2,2026-11-12,Large,Commercial,Active
P104128,TX,POS,1,2026-05-16,Small,Medicaid,Expired
P104129,PA,PPO,5,2026-11-18,Small,Commercial,Active
P104130,OH,HMO,3,2026-12-17,Large,Medicare,Expired
P104131,CT,PPO,3,2025-03-07,Large,Commercial,Active
P104132,NJ,EPO,2,2025-02-28,Small,Medicaid,Active
P104133,TX,EPO,4,2026-05-13,Large,Commercial,Active
P104134,OH,HMO,5,2026-01-08,Large,Medicare,Active
P104135,CT,EPO,4,2025-09-23,Small,Commercial,Active
P104136,TX,POS,3,2026-10-15,Large,Medicaid,Expired
P104137,PA,PPO,4,2025-08-24,Large,Commercial,Active
P104138,CT,HMO,1,2025-08-06,Large,Commercial,Active
P104139,CT,POS,5,2026-06-11,Large,Commercial,Active
P104140,CT,PPO,4,2026-03-17,Small,Medicaid,Expired
P104141,IL,POS,1,2026-10-12,Small,Commercial,Active
P104142,NJ,HMO,2,2026-02-10,Small,Commercial,Active
P104143,PA,HMO,4,2026-08-24,Small,Commercial,Active
P104144,OH,POS,5,2026-08-12,Small,Commercial,Active
P104145,IL,PPO,1,2026-10-10,Large,Commercial,Active
P104146,CA,EPO,4,2026-04-14,Small,Commercial,Expired
P104147,IL,EPO,2,2025-04-20,Small,Medicaid,Active
P104148,FL,POS,4,2025-12-19,Large,Commercial,Active
P104149,FL,HMO,1,2025-04-01,Large,Medicaid,Expired
P104150,CT,PPO,4,2026-02-18,Large,Commercial,Expired
P104151,IL,PPO,5,2026-12-03,Small,Medicare,Active
P104152,CA,HMO,3,2025-03-14,Large,Commercial,Active
P104153,IL,EPO,1,2026-11-16,Large,Commercial,Expired
P104154,NJ,PPO,1,2026-07-01,Small,Commercial,Active
P104155,NJ,POS,1,2026-12-23,Small,Commercial,Expired
P104156,CA,EPO,1,2025-10-25,Large,Medicaid,Active
P104157,IL,POS,4,2026-10-07,Small,Commercial,Active
P104158,TX,EPO,5,2025-10-10,Small,Medicare,Active
P104159,NJ,HMO,2,2026-05-20,Small,Commercial,Expired
P104160,NJ,POS,5,2025-07-17,Small,Commercial,Expired
P104161,NY,POS,1,2025-02-01,Small,Commercial,Active
P104162,IL,HMO,4,2026-10-10,Small,Commercial,Active
P104163,NJ,POS,4,2025-12-07,Small,Commercial,Active
P104164,PA,EPO,1,2026-10-20,Small,Medicare,Active
P104165,IL,PPO,4,2025-11-30,Large,Medicaid,Active
P104166,FL,PPO,1,2025-05-23,Large,Commercial,Expired
P104167,NY,HMO,5,2026-02-14,Small,Medicaid,Active
P104168,NJ,EPO,3,2025-02-13,Large,Commercial,Active
P104169,NY,POS,4,2025-02-01,Small,Commercial,Active
P104170,FL,POS,1,2025-01-28,Small,Commercial,Active
P104171,CA,PPO,1,2026-02-27,Large,Commercial,Active
P104172,CA,POS,4,2026-05-06,Small,Commercial,Expired
P104173,IL,PPO,2,2025-06-09,Small,Commercial,Active
P104174,FL,HMO,1,2025-07-26,Small,Commercial,Active
P104175,MA,POS,4,2025-01-18,Large,Commercial,Expired
P104176,MA,EPO,1,2025-04-13,Small,Commercial,Expired
P104177,IL,POS,2,2026-08-05,Small,Commercial,Active
P104178,CT,PPO,3,2026-09-23,Large,Commercial,Active
P104179,NY,HMO,2,2026-10-13,Small,Commercial,Active
P104180,NY,PPO,5,2026-11-03,Small,Medicare,Active
P104181,CA,POS,4,2025-08-20,Small,Commercial,Active
P104182,MA,PPO,2,2026-10-22,Small,Commercial,Active
P104183,OH,PPO,3,2026-02-28,Small,Medicare,Active
P104184,NJ,HMO,1,2026-07-01,Large,Commercial,Expired
P104185,NJ,EPO,4,2025-08-27,Large,Medicare,Active
P104186,NJ,POS,2,2025-11-30,Small,Commercial,Expired
P104187,CA,HMO,3,2025-05-29,Small,Commercial,Expired
P104188,FL,EPO,2,2026-09-15,Small,Commercial,Active
P104189,TX,PPO,5,2026-02-12,Small,Commercial,Active
P104190,MA,EPO,4,2025-01-17,Small,Medicare,Active
P104191,MA,PPO,1,2025-08-14,Small,Commercial,Active
P104192,OH,PPO,3,2026-10-14,Small,Medicaid,Active
P104193,NY,HMO,2,2026-10-18,Small,Commercial,Active
P104194,CT,PPO,4,2025-09-17,Small,Medicaid,Expired
P104195,IL,HMO,2,2026-12-30,Small,Commercial,Active
P104196,NY,EPO,4,2026-11-05,Small,Commercial,Expired
P104197,FL,EPO,5,2026-08-27,Small,Commercial,Active
P104198,IL,PPO,2,2025-06-23,Large,Commercial,Active
P104199,MA,HMO,5,2025-07-24,Small,Medicare,Active
P104200,FL,PPO,3,2026-02-19,Small,Commercial,Active
P104201,IL,HMO,5,2026-05-23,Small,Commercial,Active
P104202,OH,HMO,4,2025-06-02,Small,Commercial,Active
P104203,OH,HMO,3,2025-04-13,Large,Commercial,Active
P104204,PA,EPO,2,2026-12-15,Large,Commercial,Active
P104205,TX,HMO,2,2025-03-06,Small,Medicare,Active
P104206,OH,EPO,4,2025-04-27,Large,Commercial,Active
P104207,MA,HMO,1,2026-10-27,Small,Medicaid,Active
P104208,CT,EPO,1,2025-06-05,Small,Medicaid,Active
P104209,NJ,POS,2,2026-11-07,Small,Medicare,Active
P104210,PA,EPO,4,2025-03-23,Large,Commercial,Active
P104211,NJ,EPO,1,2026-06-02,Small,Commercial,Active
P104212,TX,PPO,5,2025-03-08,Large,Commercial,Active
P104213,IL,HMO,2,2025-08-26,Small,Medicaid,Active
P104214,CA,POS,5,2026-08-07,Small,Medicaid,Active
P104215,OH,PPO,4,2026-08-30,Large,Commercial,Active
P104216,CT,HMO,5,2025-11-22,Large,Commercial,Expired
P104217,TX,POS,1,2026-08-13,Large,Medicare,Active
P104218,NJ,POS,1,2025-03-08,Large,Commercial,Expired
P104219,PA,POS,3,2025-06-25,Small,Commercial,Active
P104220,OH,HMO,2,2026-11-15,Small,Medicaid,Active
P104221,MA,POS,4,2026-04-23,Small,Medicare,Active
P104222,OH,POS,2,2025-09-12,Small,Medicaid,Active
P104223,PA,PPO,5,2025-03-04,Large,Commercial,Expired
P104224,PA,EPO,4,2026-02-07,Large,Commercial,Active
P104225,CA,HMO,4,2025-07-11,Large,Commercial,Active
P104226,OH,EPO,1,2025-11-25,Small,Commercial,Active
P104227,OH,PPO,5,2025-03-12,Large,Commercial,Expired
P104228,CA,EPO,1,2025-03-04,Large,Medicare,Expired
P104229,FL,POS,1,2025-10-24,Small,Medicaid,Active
P104230,FL,POS,3,2025-09-02,Small,Commercial,Active
P104231,IL,HMO,1,2026-06-03,Large,Commercial,Active
P104232,FL,HMO,2,2026-01-28,Small,Commercial,Active
P104233,NY,HMO,4,2026-08-24,Large,Commercial,Active
P104234,OH,PPO,1,2025-06-26,Small,Commercial,Active
P104235,CT,HMO,2,2025-07-23,Small,Commercial,Active
